248	65
249	72
250	6A
251	77
252	65
253	6C
254	66
255	73
256	69
257	64
258	6F
259	70
260	66
261	75
262	73
263	64
264	69
265	6F
266	75
267	66
268	73
269	6F
270	6B
271	6A
272	65
273	77
274	6C
275	72
276	6B
277	65
278	6A
279	72
280	6C
281	77
282	6B
283	65
284	72
285	6A
286	70
287	64
288	73
289	6F
290	66
291	73
292	64
293	66
294	6A
295	6D
296	68
297	73
298	64
299	6B
300	6C
301	66
302	6A
303	6C
304	6B
305	64
306	63
307	6E
308	76
309	62
310	78
311	63
312	6D
313	62
314	63
315	6E
316	78
317	6D
318	76
319	63
320	6D
321	78
322	62
323	6E
324	63
325	6D
326	76
327	78
328	6E
329	76
330	6D
331	6E
332	63
333	6D
334	78
335	6E
336	63
337	76
338	6A
339	6B
340	67
341	68
342	6A
343	66
344	64
345	67
346	68
347	6B
348	64
349	66
350	67
351	64
352	69
353	72
354	75
355	79
356	74
357	65
358	72
359	6A
360	68
361	69
362	73
363	64
364	75
365	64
366	66
367	6A
368	68
369	67
370	6B
371	64
372	66
373	6A
374	67
375	69
376	75
377	63
378	78
379	63
380	76
381	6A
382	78
383	68
384	6B
385	6A
386	72
387	69
388	75
389	66
390	64
391	67
392	68
393	64
394	67
395	6C
396	61
397	6B
398	73
399	6A
400	64
401	6B
402	73
403	6E
404	6A
405	64
406	73
407	6B
408	6A
409	64
410	66
411	68
412	75
413	68
414	6B
415	6D
416	6E
417	6E
418	66
419	6B
420	67
421	6A
422	64
423	66
424	6B
425	67
426	6A
427	64
428	6C
429	72
430	72
431	74
432	74
433	74
434	64
435	64
436	63
437	63
438	63
439	76
440	66
441	72
442	72
443	64
444	64
445	6C
446	73
447	64
448	6C
449	66
450	6B
451	6A
452	6B
453	6A
454	66
455	6B
456	67
457	66
458	6C
459	64
460	6B
461	66
462	6A
463	67
464	69
465	65
466	6F
467	69
468	72
469	75
470	74
471	6F
472	65
473	6B
474	66
475	6C
476	6A
477	64
478	6B
479	66
480	6A
481	67
482	6D
483	63
484	6B
485	6A
486	6C
487	6B
488	6A
489	6C
490	73
491	6B
492	64
493	66
494	6A
495	69
496	72
497	75
498	65
499	6F
500	72
501	69
502	77
503	70
504	65
505	6F
506	69
507	72
508	6C
509	6C
510	6B
511	6A
512	61
513	73
514	64
515	6D
516	6E
517	78
518	62
519	63
520	76
521	64
522	6A
523	66
524	68
525	73
526	6B
527	75
528	77
529	69
530	72
531	79
532	65
533	6A
534	68
535	6B
536	6A
537	73
538	68
539	64
540	66
541	78
542	6E
543	76
544	62
545	78
546	6D
547	63
548	62
549	6E
550	76
551	68
552	6A
553	6B
554	68
555	6A
556	6B
557	73
558	68
559	66
560	6A
561	73
562	6B
563	64
564	6A
565	66
566	73
567	68
568	6B
569	64
570	66
571	6A
572	68
573	6B
574	73
575	6A
576	64
577	66
578	68
579	6B
580	73
581	6A
582	64
583	66
584	68
585	73
586	6B
587	6A
588	64
589	68
590	66
591	6B
592	73
593	6A
594	64
595	66
596	68
597	73
598	6B
599	6A
600	66
601	64
602	68
603	6E
604	6D
605	69
606	77
607	75
608	72
609	79
610	70
611	6F
612	69
613	70
614	77
615	65
616	72
617	77
618	70
619	65
620	6F
621	72
622	69
623	77
624	65
625	6B
626	6C
627	73
628	64
629	6F
630	73
631	70
632	64
633	69
634	66
635	73
636	64
637	66
638	6F
639	65
640	72
641	77
642	6B
643	65
644	72
645	6A
646	77
647	65
648	6C
649	66
650	73
651	69
652	64
653	6F
654	70
655	66
656	75
657	73
658	64
659	69
660	6F
661	75
662	66
663	73
664	6F
665	6B
666	6A
667	65
668	77
669	6C
670	72
671	6B
672	65
673	6A
674	72
675	6C
676	77
677	6B
678	65
679	72
680	6A
681	70
682	64
683	73
684	6F
685	66
686	73
687	64
688	66
689	6A
690	6D
691	68
692	73
693	64
694	6B
695	6C
696	66
697	6A
698	6C
699	6B
700	64
701	63
702	6E
703	76
704	62
705	78
706	63
707	6D
708	62
709	63
710	6E
711	78
712	6D
713	76
714	63
715	6D
716	78
717	62
718	6E
719	63
720	6D
721	76
722	78
723	6E
724	76
725	6D
726	6E
727	63
728	6D
729	78
730	6E
731	63
732	76
733	6A
734	6B
735	67
736	68
737	6A
738	66
739	64
740	67
741	68
742	6B
743	64
744	66
745	67
746	64
747	69
748	72
749	75
750	79
751	74
752	65
753	72
754	6A
755	68
756	69
757	73
758	64
759	75
760	64
761	66
762	6A
763	68
764	67
765	6B
766	64
767	66
768	6A
769	67
770	69
771	75
772	63
773	78
774	63
775	76
776	6A
777	78
778	68
779	6B
780	6A
781	72
782	69
783	75
784	66
785	64
786	67
787	68
788	64
789	67
790	6C
791	61
792	6B
793	73
794	6A
795	64
796	6B
797	73
798	6E
799	6A
800	64
801	73
802	6B
803	6A
804	64
805	66
806	68
807	75
808	68
809	6B
810	6D
811	6E
812	6E
813	66
814	6B
815	67
816	6A
817	64
818	66
819	6B
820	67
821	6A
822	64
823	6C
824	72
825	72
826	74
827	74
828	74
829	64
830	64
831	63
832	63
833	63
834	76
835	66
836	72
837	72
838	64
839	64
840	6C
841	73
842	64
843	6C
844	66
845	6B
846	6A
847	6B
848	6A
849	66
850	6B
851	67
852	66
853	6C
854	64
855	6B
856	66
857	6A
858	67
859	69
860	65
861	6F
862	69
863	72
864	75
865	74
866	6F
867	65
868	6B
869	66
870	6C
871	6A
872	64
873	6B
874	66
875	6A
876	67
877	6D
878	63
879	6B
880	6A
881	6C
882	6B
883	6A
884	6C
885	73
886	6B
887	64
888	66
889	6A
890	69
891	72
892	75
893	65
894	6F
895	72
896	69
897	77
898	70
899	65
900	6F
901	69
902	72
903	6C
904	6C
905	6B
906	6A
907	61
908	73
909	64
910	6D
911	6E
912	78
913	62
914	63
915	76
916	64
917	6A
918	66
919	68
920	73
921	6B
922	75
923	77
924	69
925	72
926	79
927	65
928	6A
929	68
930	6B
931	6A
932	73
933	68
934	64
935	66
936	78
937	6E
938	76
939	62
940	78
941	6D
942	63
943	62
944	6E
945	76
946	68
947	6A
948	6B
949	68
950	6A
951	6B
952	73
953	68
954	66
955	6A
956	73
957	6B
958	64
959	6A
960	66
961	73
962	68
963	6B
964	64
965	66
966	6A
967	68
968	6B
969	73
970	6A
971	64
972	66
973	68
974	6B
975	73
976	6A
977	64
978	66
979	68
980	73
981	6B
982	6A
983	64
984	68
985	66
986	6B
987	73
988	6A
989	64
990	66
991	68
992	73
993	6B
994	6A
995	66
996	64
997	68
998	6E
999	6D
1000	69
1001	77
1002	75
1003	72
1004	79
1005	70
1006	6F
1007	69
1008	70
1009	77
1010	65
1011	72
1012	77
1013	70
1014	65
1015	6F
1016	72
1017	69
1018	77
1019	65
1020	6B
1021	6C
1022	73
1023	64
1024	6F
1025	73
1026	70
1027	64
1028	69
1029	66
1030	73
1031	64
1032	66
1033	6F
1034	65
1035	72
1036	77
1037	6B
1038	65
1039	72
