392	68
393	64
394	67
395	EC
396	61
397	6B
398	73
399	EA
400	64
401	6B
402	73
403	6E
404	EA
405	64
406	73
407	6B
408	EA
409	64
410	E6
411	68
412	75
413	68
414	6B
415	6D
416	6E
417	6E
418	E6
419	6B
420	67
421	EA
422	64
423	E6
424	6B
425	67
426	EA
427	64
428	EC
429	F2
430	F2
431	F4
432	F4
433	F4
434	64
435	64
436	E3
437	E3
438	E3
439	76
440	E6
441	F2
442	F2
443	64
444	64
445	EC
446	73
447	64
448	EC
449	E6
450	6B
451	EA
452	6B
453	EA
454	E6
455	6B
456	67
457	E6
458	EC
459	64
460	6B
461	E6
462	EA
463	67
464	E9
465	E5
466	EF
467	E9
468	F2
469	75
470	F4
471	EF
472	E5
473	6B
474	E6
475	EC
476	EA
477	64
478	6B
479	E6
480	EA
481	67
482	6D
483	E3
484	6B
485	EA
486	EC
487	6B
488	EA
489	EC
490	73
491	6B
492	64
493	E6
494	EA
495	E9
496	F2
497	75
498	E5
499	EF
500	F2
501	E9
502	F7
503	70
504	E5
505	EF
506	E9
507	F2
508	EC
509	EC
510	6B
511	EA
512	61
513	73
514	64
515	6D
516	6E
517	F8
518	62
519	E3
520	76
521	64
522	EA
523	E6
524	68
525	73
526	6B
527	75
528	F7
529	E9
530	F2
531	79
532	E5
533	EA
534	68
535	6B
536	EA
537	73
538	68
539	64
540	E6
541	F8
542	6E
543	76
544	62
545	F8
546	6D
547	E3
548	62
549	6E
550	76
551	68
552	EA
553	6B
554	68
555	EA
556	6B
557	73
558	68
559	E6
560	EA
561	73
562	6B
563	64
564	EA
565	E6
566	73
567	68
568	6B
569	64
570	E6
571	EA
572	68
573	6B
574	73
575	EA
576	64
577	E6
578	68
579	6B
580	73
581	EA
582	64
583	E6
584	68
585	73
586	6B
587	EA
588	64
589	68
590	E6
591	6B
592	73
593	EA
594	64
595	E6
596	68
597	73
598	6B
599	EA
600	E6
601	64
602	68
603	6E
604	6D
605	E9
606	F7
607	75
608	F2
609	79
610	70
611	EF
612	E9
613	70
614	F7
615	E5
616	F2
617	F7
618	70
619	E5
620	EF
621	F2
622	E9
623	F7
624	E5
625	6B
626	EC
627	73
628	64
629	EF
630	73
631	70
632	64
633	E9
634	E6
635	73
636	64
637	E6
638	EF
639	E5
640	F2
641	F7
642	6B
643	E5
644	F2
645	EA
646	F7
647	E5
648	EC
649	E6
650	73
651	E9
652	64
653	EF
654	70
655	E6
656	75
657	73
658	64
659	E9
660	EF
661	75
662	E6
663	73
664	EF
665	6B
666	EA
667	E5
668	F7
669	EC
670	F2
671	6B
672	E5
673	EA
674	F2
675	EC
676	F7
677	6B
678	E5
679	F2
680	EA
681	70
682	64
683	73
684	EF
685	E6
686	73
687	64
688	E6
689	EA
690	6D
691	68
692	73
693	64
694	6B
695	EC
696	E6
697	EA
698	EC
699	6B
700	64
701	E3
702	6E
703	76
704	62
705	F8
706	E3
707	6D
708	62
709	E3
710	6E
711	F8
712	6D
713	76
714	E3
715	6D
716	F8
717	62
718	6E
719	E3
720	6D
721	76
722	F8
723	6E
724	76
725	6D
726	6E
727	E3
728	6D
729	F8
730	6E
731	E3
732	76
733	EA
734	6B
735	67
736	68
737	EA
738	E6
739	64
740	67
741	68
742	6B
743	64
744	E6
745	67
746	64
747	E9
748	F2
749	75
750	79
751	F4
752	E5
753	F2
754	EA
755	68
756	E9
757	73
758	64
759	75
760	64
761	E6
762	EA
763	68
764	67
765	6B
766	64
767	E6
768	EA
769	67
770	E9
771	75
772	E3
773	F8
774	E3
775	76
776	EA
777	F8
778	68
779	6B
780	EA
781	F2
782	E9
783	75
784	E6
785	64
786	67
787	68
788	64
789	67
790	EC
791	61
792	6B
793	73
794	EA
795	64
796	6B
797	73
798	6E
799	EA
800	64
801	73
802	6B
803	EA
804	64
805	E6
806	68
807	75
808	68
809	6B
810	6D
811	6E
812	6E
813	E6
814	6B
815	67
816	EA
817	64
818	E6
819	6B
820	67
821	EA
822	64
823	EC
824	F2
825	F2
826	F4
827	F4
828	F4
829	64
830	64
831	E3
832	E3
833	E3
834	76
835	E6
836	F2
837	F2
838	64
839	64
840	EC
841	73
842	64
843	EC
844	E6
845	6B
846	EA
847	6B
848	EA
849	E6
850	6B
851	67
852	E6
853	EC
854	64
855	6B
856	E6
857	EA
858	67
859	E9
860	E5
861	EF
862	E9
863	F2
864	75
865	F4
866	EF
867	E5
868	6B
869	E6
870	EC
871	EA
872	64
873	6B
874	E6
875	EA
876	67
877	6D
878	E3
879	6B
880	EA
881	EC
882	6B
883	EA
884	EC
885	73
886	6B
887	64
888	E6
889	EA
890	E9
891	F2
892	75
893	E5
894	EF
895	F2
896	E9
897	F7
898	70
899	E5
900	EF
901	E9
902	F2
903	EC
904	EC
905	6B
906	EA
907	61
908	73
909	64
910	6D
911	6E
912	F8
913	62
914	E3
915	76
916	64
917	EA
918	E6
919	68
920	73
921	6B
922	75
923	F7
924	E9
925	F2
926	79
927	E5
928	EA
929	68
930	6B
931	EA
932	73
933	68
934	64
935	E6
936	F8
937	6E
938	76
939	62
940	F8
941	6D
942	E3
943	62
944	6E
945	76
946	68
947	EA
948	6B
949	68
950	EA
951	6B
952	73
953	68
954	E6
955	EA
956	73
957	6B
958	64
959	EA
960	E6
961	73
962	68
963	6B
964	64
965	E6
966	EA
967	68
968	6B
969	73
970	EA
971	64
972	E6
973	68
974	6B
975	73
976	EA
977	64
978	E6
979	68
980	73
981	6B
982	EA
983	64
984	68
985	E6
986	6B
987	73
988	EA
989	64
990	E6
991	68
992	73
993	6B
994	EA
995	E6
996	64
997	68
998	6E
999	6D
1000	E9
1001	F7
1002	75
1003	F2
1004	79
1005	70
1006	EF
1007	E9
1008	70
1009	F7
1010	E5
1011	F2
1012	F7
1013	70
1014	E5
1015	EF
1016	F2
1017	E9
1018	F7
1019	E5
1020	6B
1021	EC
1022	73
1023	64
1024	EF
1025	73
1026	70
1027	64
1028	E9
1029	E6
1030	73
1031	64
1032	E6
1033	EF
1034	E5
1035	F2
1036	F7
1037	6B
1038	E5
1039	F2
1040	F2
